user_id,n_puzzles,game_type,first_date,last_date,start_rating,end_rating,delta_rating,rating_level,delta_percentile,quartile_min,quartile_max,unique_eco,ply_theoretical_avg,opening_gap_avg,opening_gap_above_7_ply_avg,inaccuracy_avg,mistake_avg,blunder_avg,acpl_avg,accuracy_avg,diff_opponent_avg,avg_time_opening,avg_time_middle,avg_time_end,wins_from_disadvantage_150,wins_from_disadvantage_150_outoftime,wins_from_disadvantage_200,wins_from_disadvantage_200_outoftime,draws_from_disadvantage_150,moves_after_disadvantage_150,moves_after_disadvantage_200,tot_resigned,tot_matches_disadvantage_150,tot_matches_disadvantage_200,tot_analysed_matches,tot_matches
Ariel_Martinez,,blitz,2023-11-04,2025-08-16,2036,1916,-120,advanced,0-25,-1142.0,-78.0,79,4.565084226646248,0.77947932618683,3.3943661971830985,2.894333843797856,1.321592649310873,2.114854517611026,61.791730474732006,76.81316998468607,-7.633996937212863,2.540258664898439,6.014967880443509,5.256889010586672,180,22,159,21,1,17.043782837127846,15.820183486238532,222,571,545,653,14058
felipe_tk,2700.0,blitz,2023-01-08,2025-07-09,1958,1706,-252,advanced,0-25,-1142.0,-78.0,86,5.087565674255692,2.3345008756567425,7.168674698795181,3.1289198606271778,1.3414634146341464,2.240418118466899,62.001742160278745,76.24564459930313,-128.55400696864112,3.234608001772304,7.459688271686912,4.292162106209795,106,36,91,32,7,16.683991683991685,15.50326797385621,100,481,459,574,3693
Palito2016,4454.0,blitz,2023-01-01,2025-08-10,1868,1855,-13,advanced,50-75,-17.0,41.0,82,7.241635687732342,1.2649253731343284,2.133928571428572,3.2639405204460967,1.304832713754647,2.349442379182156,64.19330855018588,75.82527881040892,-74.88475836431226,1.6405209361632878,4.672672272974325,4.144915404571974,47,12,43,12,3,17.76,16.267281105990783,109,225,217,269,4060
mkaj,6662.0,blitz,2023-10-06,2025-07-06,1880,1938,58,advanced,75-100,41.0,689.0,54,4.808139534883721,1.046783625730994,2.7142857142857144,3.4651162790697674,1.6046511627906976,2.447674418604651,62.43023255813954,78.37209302325581,6.430232558139535,3.6292541659087294,7.43013646814674,7.257689732880505,33,4,27,3,4,24.104477611940297,23.071428571428573,31,134,126,172,5464
faresanta,645.0,blitz,2023-03-17,2025-08-12,2017,1864,-153,advanced,0-25,-1142.0,-78.0,31,5.591549295774648,0.2676056338028169,0.4705882352941176,2.8194444444444446,1.25,1.7083333333333333,50.94444444444444,81.13888888888889,155.65277777777777,3.507432542765876,8.991092206062246,4.708203156378081,17,5,13,3,2,21.5,19.65853658536585,19,46,41,72,565
DAMIAN_CAI,,blitz,2023-01-06,2025-08-15,1960,1985,25,advanced,50-75,-17.0,41.0,24,3.265463917525773,0.5850515463917526,0.0,3.435567010309278,1.4329896907216495,2.350515463917526,58.50773195876289,78.92525773195877,3.079896907216495,1.7962857873672384,5.035181284533264,5.268362339311818,59,22,51,21,5,18.92542372881356,16.97872340425532,66,295,282,388,11967
U_Knapp,15.0,blitz,2023-01-01,2025-08-16,1894,1844,-50,advanced,25-50,-78.0,-17.0,111,5.264199655765921,2.8450946643717727,7.464539007092198,3.803786574870912,1.6179001721170396,2.389845094664372,57.97590361445784,78.91480206540447,83.28313253012048,2.4370757309710696,4.813693514720684,4.714407604463466,243,105,197,94,28,20.56763005780347,18.706027060270603,421,865,813,1162,21488
Yoandrisuria,53.0,blitz,2023-01-02,2025-08-15,2008,2143,135,advanced,75-100,41.0,689.0,106,6.153424657534247,1.547945205479452,3.2454545454545456,3.419178082191781,1.3753424657534246,2.0986301369863014,53.55616438356165,80.1917808219178,-29.405479452054795,2.394159304062116,5.115686297936349,3.8369395061191938,70,12,57,10,10,20.944444444444443,19.375912408759124,121,288,274,365,11667
salahbellih,2365.0,blitz,2023-01-10,2025-08-15,2020,2138,118,advanced,75-100,41.0,689.0,71,5.564356435643564,1.4323432343234324,5.2,3.4653465346534653,1.6567656765676568,2.462046204620462,59.537953795379536,78.61386138613861,-9.930693069306932,1.6278719413283371,3.7216023838232624,3.468040606791525,57,22,51,22,17,23.582329317269075,22.5635593220339,60,249,236,303,19139
LJANTU,3715.0,blitz,2023-01-02,2025-08-14,1856,1783,-73,advanced,25-50,-78.0,-17.0,50,5.451612903225806,1.4301075268817205,4.578947368421052,3.645161290322581,1.6451612903225807,2.591397849462365,64.13978494623656,77.66666666666667,-10.989247311827956,1.9444743034003995,4.519968608060484,5.368726908669314,21,5,16,4,7,18.19117647058824,16.741935483870968,23,68,62,93,6930
Kabral71,346.0,blitz,2023-02-04,2025-08-09,2168,2148,-20,advanced,25-50,-78.0,-17.0,19,8.25,1.0,0.625,4.2,1.65,2.95,58.45,79.3,-4.5,1.9583248366013075,4.472526887491593,3.580125536583978,3,1,3,1,1,25.944444444444443,22.55555555555556,9,18,18,20,17270
Arif-Barru,1109.0,blitz,2023-01-04,2025-07-29,1863,1805,-58,advanced,25-50,-78.0,-17.0,41,4.209876543209877,0.8592592592592593,4.1923076923076925,3.4753694581280787,1.6083743842364533,2.605911330049261,61.04433497536946,77.72906403940887,-5.539408866995074,1.7256370066071602,5.372951744790632,4.486736354777974,72,34,62,30,9,21.84927536231884,19.74848484848485,100,345,330,406,12500
Sudaka,2238.0,blitz,2023-12-25,2025-07-11,2072,1895,-177,advanced,0-25,-1142.0,-78.0,1,7.0,6.0,,1.0,0.0,2.0,43.0,74.0,-113.0,-0.616,4.416,20.01727272727273,0,0,0,0,1,6.0,6.0,0,1,1,1,14615
emp4,15154.0,blitz,2023-01-02,2025-08-01,2190,2077,-113,advanced,0-25,-1142.0,-78.0,9,3.7,0.5,,4.1,1.8,2.1,63.3,75.5,224.2,1.8321442322383497,4.207224658674659,3.027180128461641,1,0,1,0,0,20.5,19.5,2,6,6,10,11559
BGonz94,529.0,blitz,2023-01-01,2025-08-16,2105,2138,33,advanced,50-75,-17.0,41.0,85,5.324263038548753,1.2834467120181403,3.2962962962962963,3.2131519274376417,1.3605442176870748,1.8321995464852607,52.94557823129252,79.16780045351474,12.630385487528343,1.218900218773268,3.1347758033551085,3.558126055321557,56,20,49,18,16,16.994475138121548,15.107648725212464,248,362,353,441,7069
ramruz,532.0,blitz,2023-01-02,2025-06-28,1852,1568,-284,advanced,0-25,-1142.0,-78.0,37,5.051724137931035,2.0,5.071428571428571,3.4482758620689653,1.5,2.4827586206896552,51.77586206896552,80.55172413793103,-2.327586206896552,1.7941669851446729,4.9321742369292245,2.6660913992332733,19,6,16,6,4,26.07894736842105,22.03333333333333,10,38,30,58,9145
el_perro_orfeo,1226.0,blitz,2023-01-01,2025-08-12,1987,1823,-164,advanced,0-25,-1142.0,-78.0,107,5.80503144654088,1.2141732283464568,3.4518072289156625,3.4059561128526648,1.5438871473354232,2.446708463949843,59.36833855799373,78.36990595611286,79.23667711598746,2.360895029141572,5.951710359904078,3.226631621406312,145,69,129,63,13,21.906313645621186,20.80972515856237,83,491,473,638,17414
CarlosBarreto,237.0,blitz,2023-02-26,2025-05-22,1910,1864,-46,advanced,25-50,-78.0,-17.0,5,5.6,2.4,4.0,2.8,2.4,3.6,59.8,79.2,-23.4,-0.056630303030303,4.80539311916154,4.313579738562091,0,0,0,0,0,21.75,20.5,1,4,4,5,3616
cotesein,109.0,blitz,2023-01-01,2025-08-16,1895,1907,12,advanced,50-75,-17.0,41.0,52,4.003683241252302,1.3738489871086557,6.2,4.335174953959484,1.7495395948434622,2.7974217311233884,61.74217311233886,78.44935543278085,-3.977900552486188,1.5907767154180998,4.366036389464998,3.7579384828420346,113,38,99,38,23,28.416837782340863,26.14592274678112,130,487,466,543,16804
FRAM3D_T,400.0,blitz,2023-01-01,2025-08-16,2150,2216,66,advanced,75-100,41.0,689.0,236,6.787234042553192,1.9671020803096275,3.602883355176933,3.264506769825919,1.327369439071567,1.938588007736944,45.25145067698259,81.87572533849129,15.640232108317214,1.861242287581204,4.766355300506621,3.8250381564894496,421,173,357,157,68,19.429063360881543,17.36283185840708,607,1452,1356,2068,11572
Irmary2018,1793.0,blitz,2023-09-22,2025-07-24,2102,2081,-21,advanced,25-50,-78.0,-17.0,6,6.0,0.7142857142857143,0.0,4.857142857142857,0.5714285714285714,1.7142857142857142,48.42857142857143,84.28571428571429,115.28571428571428,1.5015332921047209,5.2739455782312925,3.685823844030366,2,0,1,0,0,15.2,13.75,2,5,4,7,10963
holeczypeter,,blitz,2023-01-01,2025-08-15,2019,1906,-113,advanced,0-25,-1142.0,-78.0,42,5.351010101010101,0.6085858585858586,1.7837837837837838,4.1767676767676765,1.9065656565656568,2.6186868686868685,58.93434343434343,79.11363636363636,4.186868686868687,2.890412049065347,7.279364188798324,5.280931963016736,90,33,79,32,12,27.213296398891966,25.56772334293948,59,361,347,396,11263
MatanSon17,2770.0,blitz,2023-01-03,2025-08-12,2088,2155,67,advanced,75-100,41.0,689.0,32,6.463768115942029,1.420289855072464,3.7083333333333335,3.985507246376812,1.7681159420289856,2.188405797101449,57.11594202898551,80.40579710144928,-4.391304347826087,2.547832127709366,6.413296455149158,4.4737823258422456,14,7,13,7,4,28.161290322580644,24.916666666666668,26,62,60,69,5494
andre88,611.0,blitz,2023-01-16,2025-06-10,1807,1754,-53,advanced,25-50,-78.0,-17.0,52,4.9361702127659575,1.148936170212766,2.761904761904762,3.521276595744681,1.893617021276596,2.5,59.95744680851064,78.54255319148936,-3.617021276595745,2.263585174247252,4.563147438847686,3.845509085413803,27,7,24,7,5,23.07792207792208,21.068493150684933,31,77,73,94,3661
aperechnev,6870.0,blitz,2023-03-29,2025-08-15,2007,1911,-96,advanced,0-25,-1142.0,-78.0,52,4.08550185873606,1.1263940520446096,4.703703703703703,2.412639405204461,1.0743494423791822,1.587360594795539,46.85130111524163,81.14869888475836,-0.6171003717472119,2.149641145828441,5.50631829518688,4.875766072707161,50,5,41,5,2,13.830065359477125,12.084507042253522,84,153,142,269,5493
Osiel09,596.0,blitz,2023-01-01,2025-08-15,2035,2122,87,advanced,75-100,41.0,689.0,192,5.552631578947368,1.8902439024390243,4.924778761061947,3.506519558676028,1.555667001003009,2.2246740220661985,51.56268806419258,81.05917753259779,2.448345035105316,2.0093638303741863,4.360898898534762,3.39190360291365,198,68,172,62,34,23.753846153846155,22.020188425302827,244,780,743,997,15928
teviodie,1972.0,blitz,2023-01-03,2025-08-15,2078,2045,-33,advanced,25-50,-78.0,-17.0,71,5.947674418604652,1.627906976744186,3.5416666666666665,2.488372093023256,1.2616279069767442,1.7732558139534884,51.52325581395349,79.12790697674419,2.191860465116279,3.198021149924707,6.507207080453616,5.341122035605652,31,9,24,8,2,12.221374045801529,10.428571428571429,69,131,119,172,4465
Tervaskanto,671.0,blitz,2023-01-02,2025-08-15,2135,2076,-59,advanced,25-50,-78.0,-17.0,101,8.39607843137255,2.248031496062992,3.5985401459854014,3.0352941176470587,1.227450980392157,1.5490196078431373,40.51764705882353,84.29803921568627,3.7294117647058815,2.0642743849512017,8.710457167072192,5.351173171803526,37,9,26,7,13,18.27906976744186,15.636363636363637,78,172,154,255,2809
yurkanen,6800.0,blitz,2023-01-01,2025-08-15,1912,1871,-41,advanced,25-50,-78.0,-17.0,44,3.6,0.3135059482155353,1.6932515337423313,2.7053072625698324,1.0488826815642458,1.5523743016759777,47.766061452513966,82.10335195530726,15.44622905027933,3.955447640139844,9.66759291367998,5.281778472230578,263,70,215,64,32,16.72787318361955,15.056686046511627,191,757,688,1432,12528
Oikhmis,5568.0,blitz,2023-01-01,2025-08-15,2057,2054,-3,advanced,50-75,-17.0,41.0,61,5.17562724014337,1.1720430107526882,4.381818181818182,2.7455197132616487,1.1218637992831542,1.6415770609318996,40.03942652329749,84.45878136200717,70.98566308243727,1.548390263071544,4.828779351132927,3.472355614077735,83,29,65,25,5,24.13071895424837,22.11851851851852,32,153,135,279,3687
eduardo0827,1624.0,blitz,2023-01-17,2025-08-15,2003,1812,-191,advanced,0-25,-1142.0,-78.0,83,6.6231884057971016,1.1557971014492754,2.290322580645161,3.411552346570397,1.3249097472924187,2.339350180505415,56.04693140794224,78.20216606498195,39.50902527075812,2.6622831862371266,5.85531826225295,4.318951970043227,43,19,35,15,7,17.553398058252426,15.573604060913706,74,206,197,277,7339
svenycar22,658.0,blitz,2023-02-15,2025-07-24,2133,2094,-39,advanced,25-50,-78.0,-17.0,20,6.114285714285714,0.6,0.75,4.142857142857143,1.5142857142857142,2.4857142857142858,56.8,80.17142857142858,84.62857142857143,2.0661472210329355,4.995925013929764,2.995751797724635,9,4,7,3,1,22.5,19.428571428571427,10,30,28,35,1331
sekarntak01,171.0,blitz,2023-01-16,2025-08-01,2118,1988,-130,advanced,0-25,-1142.0,-78.0,12,6.857142857142857,1.8461538461538465,3.6,2.857142857142857,1.0714285714285714,2.2857142857142856,38.5,85.28571428571429,10.785714285714286,1.027121878121878,8.801166452595025,4.731934637921909,2,1,1,1,2,32.0,32.166666666666664,2,7,6,14,11661
sanjhony,1915.0,blitz,2023-01-03,2025-08-15,2018,1990,-28,advanced,25-50,-78.0,-17.0,51,4.437853107344632,1.2421652421652425,3.6666666666666665,4.008474576271187,1.7796610169491525,2.2203389830508478,56.57062146892656,80.57062146892656,4.344632768361582,1.3704250554659327,3.6317316754816864,3.4918906973550423,67,28,53,22,11,24.09570957095709,21.79513888888889,146,303,288,354,25691
EricLeone,16146.0,blitz,2023-01-01,2025-08-16,2132,2191,59,advanced,75-100,41.0,689.0,96,7.114649681528663,1.519108280254777,2.352059925093633,3.1130573248407645,1.2070063694267517,1.802547770700637,46.86624203821656,81.14649681528662,15.30732484076433,0.4735396789162712,4.741818893179102,4.603928790898913,97,25,82,24,14,15.592079207920792,13.72107438016529,319,505,484,628,19767
mithriljack,6.0,blitz,2023-08-11,2025-08-15,1895,1723,-172,advanced,0-25,-1142.0,-78.0,74,5.3775,1.0475,3.91025641025641,2.57,1.075,1.65,46.5775,80.0,5.6575,3.3643326566774725,8.704278634501089,6.985317606934036,36,13,30,10,8,10.58498023715415,9.367088607594935,207,253,237,400,5206
mendes99,9.0,blitz,2023-01-05,2025-08-13,1931,1913,-18,advanced,25-50,-78.0,-17.0,41,6.15625,0.8315789473684211,1.5714285714285714,3.6979166666666665,1.6979166666666667,2.875,62.3125,77.625,2.5416666666666665,3.7969629492239783,7.306972222154092,6.602060999157991,23,7,20,5,4,24.78481012658228,22.68421052631579,29,79,76,96,2971
galvezmotril,1134.0,blitz,2023-02-22,2025-08-15,2126,1958,-168,advanced,0-25,-1142.0,-78.0,45,3.8583690987124464,0.4806866952789699,1.21875,3.360515021459228,1.5751072961373391,2.356223175965665,54.2961373390558,79.6137339055794,4.944206008583691,1.1526012952236129,4.142061199516183,4.268038421675123,54,25,45,23,8,20.005434782608692,17.867816091954023,63,184,174,233,5159
nahue_97,1225.0,blitz,2023-04-12,2025-08-16,1948,1885,-63,advanced,25-50,-78.0,-17.0,86,7.36734693877551,1.553846153846154,2.556962025316456,2.957547169811321,1.3443396226415094,2.1556603773584904,55.14622641509434,79.73584905660377,-17.90566037735849,3.3933995394686782,6.287327160851998,3.600986287689839,43,13,37,13,8,19.3680981595092,18.03921568627451,63,163,153,212,3266
gorditoperro,131.0,blitz,2023-01-03,2025-07-23,2140,2302,162,advanced,75-100,41.0,689.0,106,7.153631284916201,2.17877094972067,4.139705882352941,3.315642458100559,1.452513966480447,2.223463687150838,52.63966480446928,80.01675977653632,9.276536312849162,2.046364413715746,4.336795941160156,4.196641559494295,64,19,56,18,14,19.416370106761565,17.509225092250922,125,281,271,358,7019
SUPERCHEMONMAN,,blitz,2023-01-07,2025-08-14,2076,2014,-62,advanced,25-50,-78.0,-17.0,13,3.39375,1.15625,6.355555555555555,3.5953125,1.4453125,2.253125,59.0203125,77.9828125,-63.03125,1.5923097572281737,5.6147920632693165,3.387324800654808,98,40,84,38,13,18.81174089068826,16.76659528907923,224,494,467,640,9798
joesal,46.0,blitz,2023-01-01,2025-08-16,1941,1810,-131,advanced,0-25,-1142.0,-78.0,65,5.825227963525836,1.426179604261796,2.4153846153846152,3.256838905775076,1.3875379939209729,2.2127659574468086,57.60030395136778,79.24164133738601,-72.30243161094225,1.434977964560322,5.010328527839132,4.136113743811469,146,49,136,46,12,21.9672131147541,19.609341825902334,149,488,471,658,11969
RicardoDavid,10984.0,blitz,2023-01-01,2025-08-16,1883,1796,-87,advanced,0-25,-1142.0,-78.0,47,6.466666666666667,1.4090909090909092,3.4074074074074074,3.2444444444444445,1.2,2.111111111111111,59.52222222222223,77.93333333333334,14.655555555555557,2.888777568110901,8.083602646007265,6.96387751010301,9,2,6,1,2,17.870967741935484,15.982142857142858,24,62,56,90,2439
Luiz17,1500.0,blitz,2023-01-19,2025-08-10,1901,1848,-53,advanced,25-50,-78.0,-17.0,58,5.986013986013986,1.6363636363636365,3.5428571428571427,3.125874125874126,1.3986013986013983,2.5454545454545454,59.09090909090909,77.33566433566433,-6.265734265734266,1.9223543356410489,5.593186133385761,4.072984216704854,18,9,16,9,8,18.594827586206897,17.375,68,116,112,143,4831
cafra01,55.0,blitz,2023-02-21,2025-08-14,2123,2113,-10,advanced,50-75,-17.0,41.0,56,7.345238095238095,1.761904761904762,3.5428571428571427,2.392857142857143,0.988095238095238,2.142857142857143,54.92857142857143,75.64285714285714,14.726190476190476,2.280474903403475,6.586781099254873,6.502720492679276,5,0,3,0,3,11.0,9.476190476190476,51,66,63,84,4341
rodmorz,2424.0,blitz,2023-01-01,2025-06-08,2019,2001,-18,advanced,25-50,-78.0,-17.0,17,3.421875,0.9140625,4.142857142857143,3.40625,1.3359375,2.7734375,58.65625,77.2578125,-3.4921875,1.5645132887945388,4.917618103487743,4.507906190460684,24,12,23,11,8,21.39090909090909,19.632075471698112,49,110,106,128,3655
Ezeguns666,143.0,blitz,2023-04-02,2025-06-30,2022,1769,-253,advanced,0-25,-1142.0,-78.0,2,4.5,0.0,,5.0,1.0,4.5,60.0,80.0,-26.0,1.537090909090909,3.306666666666666,2.678809523809524,1,0,1,0,0,37.5,37.0,0,2,2,2,9995
sebashulk,12944.0,blitz,2023-01-02,2025-08-15,2080,2120,40,advanced,50-75,-17.0,41.0,27,3.5396419437340154,1.557544757033248,8.295454545454545,3.62148337595908,1.5345268542199488,2.278772378516624,59.629156010230176,77.79795396419438,7.061381074168798,1.5000676572496467,4.833128151998775,4.834775654629056,77,31,67,30,6,19.79940119760479,18.102167182662537,149,334,323,391,11767
Cvereaue,200.0,blitz,2023-01-02,2025-08-16,2112,2008,-104,advanced,0-25,-1142.0,-78.0,58,5.538808664259928,0.5866425992779783,0.9829059829059827,3.699458483754513,1.5577617328519855,2.330324909747292,55.56678700361011,78.7725631768953,-32.585740072202164,1.3955257297061023,3.994877217966163,4.094038015146772,184,85,146,72,36,19.947544642857142,17.165882352941175,505,896,850,1108,17187
