user_id,n_puzzles,game_type,first_date,last_date,start_rating,end_rating,delta_rating,rating_level,delta_percentile,quartile_min,quartile_max
Salty_Blunder,1366.0,ultrabullet,2023-08-17,2023-08-17,1471,1471,0,beginner,0-25,-524.0,0.0
yuanwari,2429.0,ultrabullet,2024-09-08,2024-11-13,1467,1443,-24,beginner,0-25,-524.0,0.0
prajit5803,7994.0,ultrabullet,2023-12-11,2023-12-18,1441,1346,-95,beginner,0-25,-524.0,0.0
mmo_mikhail,1923.0,ultrabullet,2023-01-02,2025-06-16,1531,1661,130,beginner,75-100,51.5,426.0
JanganUJUB-doong,102.0,ultrabullet,2025-04-25,2025-04-25,1565,1565,0,beginner,0-25,-524.0,0.0
marselka645,558.0,ultrabullet,2024-12-21,2024-12-21,1508,1508,0,beginner,0-25,-524.0,0.0
cruyfford,3750.0,ultrabullet,2025-06-28,2025-07-17,1525,1766,241,beginner,75-100,51.5,426.0
BigOlFish,162.0,ultrabullet,2023-01-25,2025-08-15,1432,1481,49,beginner,50-75,0.0,51.5
everich93,698.0,ultrabullet,2023-01-02,2025-07-26,1546,1575,29,beginner,50-75,0.0,51.5
gjvm1202,8101.0,ultrabullet,2023-06-04,2023-06-04,1506,1506,0,beginner,0-25,-524.0,0.0
adam_fr,2074.0,ultrabullet,2023-04-14,2023-04-14,1469,1469,0,beginner,0-25,-524.0,0.0
Korlyns,430.0,ultrabullet,2025-03-21,2025-03-21,1426,1426,0,beginner,0-25,-524.0,0.0
Checkmatefre,75.0,ultrabullet,2024-08-24,2024-08-24,1427,1427,0,beginner,0-25,-524.0,0.0
jonatan-jaguaretama,903.0,ultrabullet,2023-01-13,2025-08-16,1549,1436,-113,beginner,0-25,-524.0,0.0
Diegochess79,1791.0,ultrabullet,2023-02-04,2024-12-08,1569,1619,50,beginner,50-75,0.0,51.5
gelobesa,675.0,ultrabullet,2024-12-26,2024-12-26,1555,1555,0,beginner,0-25,-524.0,0.0
flash2308,1169.0,ultrabullet,2023-01-04,2024-08-07,1534,1448,-86,beginner,0-25,-524.0,0.0
Brunoterp,5044.0,ultrabullet,2023-03-19,2023-09-04,1463,1473,10,beginner,50-75,0.0,51.5
MrGermanrain2,2111.0,ultrabullet,2023-01-01,2024-09-05,1569,1571,2,beginner,50-75,0.0,51.5
Hadi79,3357.0,ultrabullet,2023-02-10,2025-06-30,1417,1501,84,beginner,75-100,51.5,426.0
speedmonster1,677.0,ultrabullet,2024-07-21,2025-08-10,1549,1480,-69,beginner,0-25,-524.0,0.0
sehansanethuli,1385.0,ultrabullet,2024-07-26,2024-10-18,1421,897,-524,beginner,0-25,-524.0,0.0
jwr670,1529.0,ultrabullet,2024-07-14,2025-03-05,1569,1534,-35,beginner,0-25,-524.0,0.0
Junio1998,814.0,ultrabullet,2023-03-18,2023-03-18,1408,1408,0,beginner,0-25,-524.0,0.0
Lucassimanihuruk,4894.0,ultrabullet,2023-09-01,2023-09-01,1528,1528,0,beginner,0-25,-524.0,0.0
ahmedgm2025,727.0,ultrabullet,2024-01-13,2025-05-05,1596,1709,113,beginner,75-100,51.5,426.0
turkeychicken,1118.0,ultrabullet,2023-09-09,2025-05-31,1599,1479,-120,beginner,0-25,-524.0,0.0
Andoravo,314.0,ultrabullet,2023-02-01,2025-05-07,1411,1495,84,beginner,75-100,51.5,426.0
H_Gustavo_1980,944.0,ultrabullet,2024-04-29,2024-04-29,1456,1456,0,beginner,0-25,-524.0,0.0
jhoncarlos,4002.0,ultrabullet,2024-02-04,2024-02-04,1481,1481,0,beginner,0-25,-524.0,0.0
Clownpuncher7,1206.0,ultrabullet,2023-01-06,2025-06-02,1474,1779,305,beginner,75-100,51.5,426.0
Tharvin2010,1936.0,ultrabullet,2023-01-22,2025-06-01,1538,1371,-167,beginner,0-25,-524.0,0.0
Perrazooo,6.0,ultrabullet,2023-01-13,2025-08-06,1431,1632,201,beginner,75-100,51.5,426.0
Lancero40,1165.0,ultrabullet,2024-03-29,2024-05-17,1570,1525,-45,beginner,0-25,-524.0,0.0
wachapo,3078.0,ultrabullet,2024-09-04,2024-09-04,1547,1547,0,beginner,0-25,-524.0,0.0
D_JAY,5521.0,ultrabullet,2023-03-07,2024-05-29,1506,1498,-8,beginner,0-25,-524.0,0.0
JohannesJRL,3134.0,ultrabullet,2023-02-11,2025-05-08,1500,1618,118,beginner,75-100,51.5,426.0
littlesunshine10,3562.0,ultrabullet,2023-07-08,2023-11-13,1485,1314,-171,beginner,0-25,-524.0,0.0
hien2017-05,2819.0,ultrabullet,2023-05-24,2024-10-23,1443,1389,-54,beginner,0-25,-524.0,0.0
fiddlercrab3,1436.0,ultrabullet,2023-02-28,2023-02-28,1558,1558,0,beginner,0-25,-524.0,0.0
G2NicoRodriguez,853.0,ultrabullet,2024-04-09,2025-07-16,1581,1671,90,beginner,75-100,51.5,426.0
Dog-wen,12232.0,ultrabullet,2025-05-23,2025-05-23,1425,1425,0,beginner,0-25,-524.0,0.0
CheKarloz,257.0,ultrabullet,2024-02-20,2024-02-21,1568,1617,49,beginner,50-75,0.0,51.5
Mennonite,7146.0,ultrabullet,2023-01-22,2025-06-29,1417,1413,-4,beginner,0-25,-524.0,0.0
CaptinMarvel,6464.0,ultrabullet,2023-04-15,2024-05-25,1596,1611,15,beginner,50-75,0.0,51.5
Gmlegendario,872.0,ultrabullet,2023-08-28,2023-09-17,1539,1602,63,beginner,75-100,51.5,426.0
Sagarkshaju,3147.0,ultrabullet,2024-03-15,2024-09-01,1523,1471,-52,beginner,0-25,-524.0,0.0
ghiriart,,ultrabullet,2023-03-05,2023-03-05,1403,1403,0,beginner,0-25,-524.0,0.0
vishal1998,4689.0,ultrabullet,2023-01-12,2025-07-07,1405,1513,108,beginner,75-100,51.5,426.0
rocoso,281.0,ultrabullet,2025-06-02,2025-06-03,1509,1482,-27,beginner,0-25,-524.0,0.0
hectordetroya,657.0,ultrabullet,2024-01-17,2024-01-17,1570,1570,0,beginner,0-25,-524.0,0.0
Jose2500,938.0,ultrabullet,2025-06-08,2025-06-08,1514,1514,0,beginner,0-25,-524.0,0.0
nathanael31,2857.0,ultrabullet,2023-05-18,2025-05-27,1419,1683,264,beginner,75-100,51.5,426.0
nico1323,6248.0,ultrabullet,2025-07-06,2025-07-06,1565,1565,0,beginner,0-25,-524.0,0.0
jesusyescas98,4415.0,ultrabullet,2025-08-03,2025-08-03,1474,1474,0,beginner,0-25,-524.0,0.0
exscelsior,6378.0,ultrabullet,2023-02-06,2023-02-06,1534,1534,0,beginner,0-25,-524.0,0.0
HluliM,7524.0,blitz,2023-01-14,2025-08-12,2403,2156,-247,expert,0-25,-331.0,-103.0
welmsyke,632.0,blitz,2023-02-23,2025-08-16,2245,2164,-81,expert,25-50,-103.0,-35.0
Ricardo_Anton,10261.0,blitz,2023-01-05,2025-07-30,2220,2204,-16,expert,50-75,-35.0,19.0
Mals,1508.0,blitz,2023-01-01,2025-08-11,2305,2207,-98,expert,25-50,-103.0,-35.0
Permiakov_Vladimir,50.0,blitz,2023-01-01,2025-08-15,2394,2298,-96,expert,25-50,-103.0,-35.0
fridegol,34.0,blitz,2023-01-01,2025-08-15,2207,2141,-66,expert,25-50,-103.0,-35.0
UA-58-UA,10043.0,blitz,2024-01-08,2025-08-15,2263,2145,-118,expert,0-25,-331.0,-103.0
BUGGA12,78.0,blitz,2023-01-13,2025-06-04,2264,2270,6,expert,50-75,-35.0,19.0
Travel_freak,163.0,blitz,2023-01-02,2025-08-15,2216,2223,7,expert,50-75,-35.0,19.0
yepovsky,443.0,blitz,2023-01-01,2025-08-15,2252,2301,49,expert,75-100,19.0,595.0
Emilio_Requena,130.0,blitz,2023-01-19,2025-05-29,2276,2300,24,expert,75-100,19.0,595.0
Matanzas67,179.0,blitz,2023-01-04,2025-08-08,2386,2496,110,expert,75-100,19.0,595.0
armyguy,2926.0,blitz,2023-01-07,2025-08-15,2248,2200,-48,expert,25-50,-103.0,-35.0
Shadow1414,2254.0,blitz,2023-01-01,2025-08-15,2204,2211,7,expert,50-75,-35.0,19.0
PonyBoy67,555.0,blitz,2023-01-15,2025-08-16,2231,2089,-142,expert,0-25,-331.0,-103.0
cristianmiranda,189.0,blitz,2023-01-01,2025-08-07,2216,2276,60,expert,75-100,19.0,595.0
cmhr74,862.0,blitz,2023-01-01,2025-07-23,2231,2206,-25,expert,50-75,-35.0,19.0
Sultai,12829.0,blitz,2023-03-04,2025-07-09,2388,2486,98,expert,75-100,19.0,595.0
strummingmusic,268.0,blitz,2023-01-01,2023-02-18,2227,2253,26,expert,75-100,19.0,595.0
Sissa-Chess,96.0,blitz,2023-01-17,2025-08-14,2417,2304,-113,expert,0-25,-331.0,-103.0
CriticalThinkingRode,678.0,blitz,2023-01-08,2025-06-01,2411,2444,33,expert,75-100,19.0,595.0
Sumilda,3026.0,blitz,2023-01-23,2025-07-01,2252,2301,49,expert,75-100,19.0,595.0
ameliawfm,6590.0,blitz,2023-01-05,2025-08-14,2244,2034,-210,expert,0-25,-331.0,-103.0
mohitswami1022,3680.0,blitz,2023-01-02,2025-07-19,2424,2439,15,expert,50-75,-35.0,19.0
edufer,,blitz,2023-01-08,2025-07-27,2367,2324,-43,expert,25-50,-103.0,-35.0
Pawel_Chess_Coach,174.0,blitz,2023-01-02,2025-08-12,2491,2609,118,expert,75-100,19.0,595.0
Edwineze,502.0,blitz,2023-01-01,2025-08-15,2280,2226,-54,expert,25-50,-103.0,-35.0
PADILLON,76.0,blitz,2023-01-01,2025-08-15,2391,2303,-88,expert,25-50,-103.0,-35.0
BrenSasot,364.0,blitz,2023-01-01,2025-08-15,2211,2164,-47,expert,25-50,-103.0,-35.0
Kaspesky98,2834.0,blitz,2023-01-07,2025-08-15,2411,2213,-198,expert,0-25,-331.0,-103.0
BIG_Pirate,5858.0,blitz,2023-01-01,2025-08-15,2403,2497,94,expert,75-100,19.0,595.0
HAfzali,222.0,blitz,2023-01-02,2025-08-09,2353,2250,-103,expert,0-25,-331.0,-103.0
gmgattass,261.0,blitz,2023-01-03,2025-08-16,2454,2343,-111,expert,0-25,-331.0,-103.0
ChalmerR,2.0,blitz,2023-01-24,2025-08-15,2409,2091,-318,expert,0-25,-331.0,-103.0
Patagonico2020,221.0,blitz,2023-01-02,2025-07-29,2203,2190,-13,expert,50-75,-35.0,19.0
cldng,649.0,blitz,2023-01-01,2025-08-13,2397,2285,-112,expert,0-25,-331.0,-103.0
Corazonaguara,576.0,blitz,2023-01-05,2025-08-16,2210,2237,27,expert,75-100,19.0,595.0
darlenhalo,156.0,blitz,2023-01-01,2025-08-15,2249,2184,-65,expert,25-50,-103.0,-35.0
GoropadniPoni,310.0,blitz,2023-01-03,2025-08-15,2254,2314,60,expert,75-100,19.0,595.0
joninoloco01,2154.0,blitz,2023-01-03,2025-05-31,2208,2177,-31,expert,50-75,-35.0,19.0
destroyer_13,4152.0,blitz,2023-01-01,2025-08-14,2241,2101,-140,expert,0-25,-331.0,-103.0
ferry_28,6927.0,blitz,2023-02-28,2025-08-15,2231,2062,-169,expert,0-25,-331.0,-103.0
Angbatil,171.0,blitz,2023-01-01,2025-08-15,2206,2191,-15,expert,50-75,-35.0,19.0
Arias2715,2174.0,blitz,2023-01-01,2025-08-15,2218,2164,-54,expert,25-50,-103.0,-35.0
Athenaz,949.0,blitz,2023-07-21,2025-08-15,2330,2163,-167,expert,0-25,-331.0,-103.0
Valeriexoxo,1719.0,blitz,2023-01-05,2025-08-09,2304,2189,-115,expert,0-25,-331.0,-103.0
rudi_sembiring,389.0,blitz,2023-01-05,2025-08-16,2209,2226,17,expert,50-75,-35.0,19.0
Santo_Guti,148.0,blitz,2023-04-28,2025-01-29,2252,2204,-48,expert,25-50,-103.0,-35.0
AAponte,2.0,blitz,2023-01-04,2025-08-16,2313,2338,25,expert,75-100,19.0,595.0
ShenLim,10848.0,blitz,2023-01-01,2025-08-05,2354,2373,19,expert,50-75,-35.0,19.0
vidipkumarkona,598.0,blitz,2023-01-07,2025-08-04,2423,2500,77,expert,75-100,19.0,595.0
OceanARN,343.0,blitz,2024-05-03,2025-08-16,2231,2088,-143,expert,0-25,-331.0,-103.0
DrOakk,158.0,blitz,2023-01-10,2025-08-15,2201,2149,-52,expert,25-50,-103.0,-35.0
Cris2016,257.0,blitz,2023-01-01,2025-08-07,2302,2253,-49,expert,25-50,-103.0,-35.0
binoychacko23,731.0,blitz,2023-01-14,2024-12-15,2241,2149,-92,expert,25-50,-103.0,-35.0
greshnik333_ASF,329.0,blitz,2023-03-12,2025-08-11,2240,2122,-118,expert,0-25,-331.0,-103.0
rpm198,1088.0,blitz,2023-01-01,2025-08-15,2332,2308,-24,expert,50-75,-35.0,19.0
Cyprianophobic78,805.0,blitz,2023-03-28,2025-08-15,2299,2132,-167,expert,0-25,-331.0,-103.0
Xboxlive,9.0,blitz,2023-01-03,2025-08-02,2288,2375,87,expert,75-100,19.0,595.0
dvaldez,171.0,blitz,2023-01-03,2025-08-13,2218,2231,13,expert,50-75,-35.0,19.0
SINALOENSE,5727.0,blitz,2023-06-05,2025-08-16,2368,2255,-113,expert,0-25,-331.0,-103.0
Steiger,1311.0,blitz,2023-01-01,2025-08-13,2206,2176,-30,expert,50-75,-35.0,19.0
Azih,1.0,blitz,2023-05-07,2025-08-16,2257,2054,-203,expert,0-25,-331.0,-103.0
RAG0406,1967.0,blitz,2023-02-05,2025-08-07,2302,2289,-13,expert,50-75,-35.0,19.0
michaelskie11,1331.0,blitz,2023-01-01,2025-07-13,2407,2300,-107,expert,0-25,-331.0,-103.0
Warriors777,1228.0,blitz,2023-01-01,2025-07-15,2382,2402,20,expert,75-100,19.0,595.0
yosephkifle,1778.0,blitz,2023-01-01,2025-08-14,2294,2324,30,expert,75-100,19.0,595.0
josedavid321,4532.0,blitz,2023-01-04,2025-08-10,2274,2601,327,expert,75-100,19.0,595.0
OGION,5299.0,blitz,2023-01-05,2025-07-26,2465,2510,45,expert,75-100,19.0,595.0
Doctor-live05,1994.0,blitz,2023-02-26,2025-07-06,2381,2499,118,expert,75-100,19.0,595.0
kagaskostas,,blitz,2023-01-01,2025-08-14,2284,2304,20,expert,75-100,19.0,595.0
EvenEliecer,407.0,blitz,2025-01-28,2025-08-15,2331,2162,-169,expert,0-25,-331.0,-103.0
Feofanov_Vladimir,221.0,blitz,2023-01-01,2025-08-16,2320,2328,8,expert,50-75,-35.0,19.0
Los5hermanos,61.0,blitz,2023-01-02,2025-08-15,2221,2387,166,expert,75-100,19.0,595.0
Fariasov,333.0,blitz,2023-04-08,2025-08-15,2485,2253,-232,expert,0-25,-331.0,-103.0
Sijavush,414.0,blitz,2023-01-01,2025-08-15,2468,2448,-20,expert,50-75,-35.0,19.0
willygalleta,227.0,blitz,2023-08-28,2025-08-14,2256,2044,-212,expert,0-25,-331.0,-103.0
AnatolBalta,499.0,blitz,2023-01-02,2025-07-26,2473,2357,-116,expert,0-25,-331.0,-103.0
Alecsis2013,89.0,blitz,2023-01-12,2025-08-12,2228,2179,-49,expert,25-50,-103.0,-35.0
Bntary007,75.0,blitz,2023-01-01,2025-08-15,2277,2261,-16,expert,50-75,-35.0,19.0
subkat,56.0,blitz,2025-06-18,2025-07-07,2317,2107,-210,expert,0-25,-331.0,-103.0
PchelkinVK,362.0,blitz,2023-01-03,2025-08-15,2484,2463,-21,expert,50-75,-35.0,19.0
Socke234,3880.0,blitz,2023-01-02,2025-08-13,2259,2182,-77,expert,25-50,-103.0,-35.0
InnocuousMate,539.0,blitz,2024-12-11,2025-06-02,2415,2503,88,expert,75-100,19.0,595.0
Angelofwar,791.0,blitz,2023-01-01,2025-08-15,2244,2296,52,expert,75-100,19.0,595.0
Schluckauf,3248.0,blitz,2023-01-09,2025-08-15,2266,2206,-60,expert,25-50,-103.0,-35.0
CAMBIADOR72,5226.0,blitz,2023-09-17,2025-08-13,2251,2125,-126,expert,0-25,-331.0,-103.0
TagaLaPaz,46.0,blitz,2023-01-01,2025-08-15,2239,2270,31,expert,75-100,19.0,595.0
lukeluke,46.0,blitz,2023-03-31,2025-06-13,2432,2344,-88,expert,25-50,-103.0,-35.0
Usechess1962,579.0,blitz,2023-01-01,2025-08-15,2257,2316,59,expert,75-100,19.0,595.0
arrow30,,blitz,2023-01-03,2025-07-10,2306,2335,29,expert,75-100,19.0,595.0
Joejan,500.0,blitz,2023-01-01,2025-08-10,2345,2349,4,expert,50-75,-35.0,19.0
OJreyes,346.0,blitz,2023-02-18,2025-06-21,2238,2490,252,expert,75-100,19.0,595.0
Sadegh_mahmoody1971,12.0,blitz,2023-01-01,2025-08-16,2378,2361,-17,expert,50-75,-35.0,19.0
komendart,575.0,blitz,2023-01-08,2025-02-01,2489,2447,-42,expert,25-50,-103.0,-35.0
diego10g,50.0,blitz,2023-01-03,2025-08-11,2226,2147,-79,expert,25-50,-103.0,-35.0
Beaubalamer,4487.0,blitz,2023-01-01,2025-06-22,2235,2239,4,expert,50-75,-35.0,19.0
cro-stallione,14616.0,blitz,2023-01-01,2025-08-15,2289,2236,-53,expert,25-50,-103.0,-35.0
Weiawaga,,blitz,2023-01-01,2025-08-16,2425,2845,420,expert,75-100,19.0,595.0
Rickiller,5636.0,blitz,2023-01-03,2025-08-15,2289,2390,101,expert,75-100,19.0,595.0
CrossingLine,,blitz,2023-01-14,2025-04-18,2312,2233,-79,expert,25-50,-103.0,-35.0
Naser004,33.0,blitz,2023-06-12,2025-08-07,2403,2206,-197,expert,0-25,-331.0,-103.0
frankthird,384.0,blitz,2023-01-02,2025-08-15,2466,2520,54,expert,75-100,19.0,595.0
DPTNQT18,1342.0,blitz,2024-12-30,2025-08-15,2250,2211,-39,expert,25-50,-103.0,-35.0
Chakamba,494.0,blitz,2023-01-03,2025-08-16,2235,2211,-24,expert,50-75,-35.0,19.0
asteka,118.0,blitz,2024-01-05,2025-08-14,2247,1997,-250,expert,0-25,-331.0,-103.0
Fegatelo78,76.0,blitz,2023-01-01,2025-08-14,2243,2116,-127,expert,0-25,-331.0,-103.0
GMferney28,2521.0,blitz,2023-01-02,2025-07-21,2411,2344,-67,expert,25-50,-103.0,-35.0
CARLOSPOZO2015,23.0,blitz,2023-01-04,2025-07-05,2268,2127,-141,expert,0-25,-331.0,-103.0
Luleaplayer,85.0,blitz,2023-01-01,2025-08-14,2460,2503,43,expert,75-100,19.0,595.0
nick_nisperos,1646.0,blitz,2023-01-01,2025-08-16,2343,2352,9,expert,50-75,-35.0,19.0
soldadoCR06,13.0,blitz,2023-01-18,2025-08-14,2257,2221,-36,expert,25-50,-103.0,-35.0
QuantorDLR,106.0,blitz,2023-01-09,2025-08-15,2288,2226,-62,expert,25-50,-103.0,-35.0
Tsala91,1938.0,blitz,2023-01-01,2025-08-15,2346,2162,-184,expert,0-25,-331.0,-103.0
pierrot14,1001.0,blitz,2023-01-04,2025-08-15,2227,2222,-5,expert,50-75,-35.0,19.0
Yuriy_Solyanik,797.0,blitz,2023-01-05,2025-08-14,2344,2306,-38,expert,25-50,-103.0,-35.0
kissmemiau,155.0,blitz,2023-01-03,2025-06-17,2386,2372,-14,expert,50-75,-35.0,19.0
simpleEval,,blitz,2023-01-01,2025-07-25,2317,2296,-21,expert,50-75,-35.0,19.0
Touisse,378.0,blitz,2023-03-14,2025-07-27,2275,2081,-194,expert,0-25,-331.0,-103.0
d_wild,6407.0,blitz,2023-01-20,2025-07-09,2232,2347,115,expert,75-100,19.0,595.0
Badchina,60.0,blitz,2023-02-13,2025-08-16,2443,2340,-103,expert,0-25,-331.0,-103.0
catur1975,7030.0,blitz,2023-01-01,2025-08-16,2275,2318,43,expert,75-100,19.0,595.0
Gausdal,2929.0,blitz,2023-01-01,2025-08-16,2203,2181,-22,expert,50-75,-35.0,19.0
victormanolo,2526.0,blitz,2023-02-15,2025-07-30,2271,2210,-61,expert,25-50,-103.0,-35.0
pochugogoro,16.0,blitz,2024-03-16,2025-08-16,2231,1900,-331,expert,0-25,-331.0,-103.0
Petukhov_Dmitry,126.0,blitz,2023-01-02,2025-08-10,2474,2446,-28,expert,50-75,-35.0,19.0
Lefleau,104.0,blitz,2023-01-01,2025-08-08,2268,2224,-44,expert,25-50,-103.0,-35.0
GomezPenaJoseRamon,62.0,blitz,2023-11-17,2025-08-16,2304,2113,-191,expert,0-25,-331.0,-103.0
Heppe,261.0,blitz,2023-01-20,2025-08-12,2362,2401,39,expert,75-100,19.0,595.0
Chesscondor,398.0,blitz,2023-02-17,2025-08-16,2406,2278,-128,expert,0-25,-331.0,-103.0
Quesigaelquepase,,blitz,2023-02-27,2025-08-14,2369,2270,-99,expert,25-50,-103.0,-35.0
qsasha,74.0,blitz,2023-11-07,2025-08-15,2266,2080,-186,expert,0-25,-331.0,-103.0
eruge2020,,blitz,2023-01-24,2025-08-14,2236,1936,-300,expert,0-25,-331.0,-103.0
Jeboy02,182.0,blitz,2023-01-13,2025-08-14,2323,2240,-83,expert,25-50,-103.0,-35.0
mesterseen,42.0,blitz,2023-01-01,2025-08-16,2290,2389,99,expert,75-100,19.0,595.0
Goku102020,13210.0,blitz,2023-01-05,2025-08-06,2218,2282,64,expert,75-100,19.0,595.0
Ali_142,227.0,blitz,2023-02-08,2025-08-13,2366,2161,-205,expert,0-25,-331.0,-103.0
cruc1o,276.0,blitz,2023-01-01,2025-08-15,2440,2419,-21,expert,50-75,-35.0,19.0
gael123,2906.0,blitz,2023-03-09,2025-07-17,2293,2145,-148,expert,0-25,-331.0,-103.0
I_B_N,2121.0,blitz,2023-01-01,2025-08-14,2349,2362,13,expert,50-75,-35.0,19.0
jaquematico,5256.0,blitz,2023-01-01,2025-08-16,2225,2273,48,expert,75-100,19.0,595.0
Tenessy,3999.0,blitz,2023-01-02,2025-08-15,2366,2407,41,expert,75-100,19.0,595.0
ALEX183492761,15883.0,blitz,2023-01-06,2025-08-02,2383,2539,156,expert,75-100,19.0,595.0
Sigfrid2020,448.0,blitz,2023-01-03,2025-08-11,2297,2305,8,expert,50-75,-35.0,19.0
AvvvA59,,blitz,2023-01-02,2025-08-15,2371,2267,-104,expert,0-25,-331.0,-103.0
ChessNoobComp,,blitz,2023-01-01,2025-08-16,2211,2410,199,expert,75-100,19.0,595.0
ElArriero109,362.0,blitz,2023-01-01,2025-08-12,2239,2395,156,expert,75-100,19.0,595.0
nicoluna123,3434.0,blitz,2023-01-08,2025-06-23,2245,2136,-109,expert,0-25,-331.0,-103.0
jerryzli,366.0,blitz,2023-01-23,2025-08-10,2308,2284,-24,expert,50-75,-35.0,19.0
fischer1994,1109.0,blitz,2023-01-18,2025-08-16,2229,2193,-36,expert,25-50,-103.0,-35.0
falerito,534.0,blitz,2023-03-13,2025-08-16,2302,2414,112,expert,75-100,19.0,595.0
Necochea,1934.0,blitz,2023-01-01,2025-07-30,2270,2239,-31,expert,50-75,-35.0,19.0
Jhon347,10568.0,blitz,2023-01-01,2025-08-16,2277,2290,13,expert,50-75,-35.0,19.0
ClaytonMarques,123.0,blitz,2023-10-04,2023-11-07,2220,2200,-20,expert,50-75,-35.0,19.0
profaVa,29.0,blitz,2023-01-01,2025-04-01,2500,2511,11,expert,50-75,-35.0,19.0
Trip_Team2022,475.0,blitz,2023-01-11,2025-08-15,2250,2302,52,expert,75-100,19.0,595.0
GomezDavid,610.0,blitz,2023-01-01,2025-08-15,2445,2398,-47,expert,25-50,-103.0,-35.0
jorlazchess,114.0,blitz,2023-11-12,2025-07-30,2264,2177,-87,expert,25-50,-103.0,-35.0
jmcapoi,114.0,blitz,2023-01-07,2025-08-11,2279,2171,-108,expert,0-25,-331.0,-103.0
JeesusKing,4633.0,blitz,2023-01-01,2025-08-15,2442,2452,10,expert,50-75,-35.0,19.0
doctorarsen,1.0,blitz,2024-04-23,2025-08-14,2436,2203,-233,expert,0-25,-331.0,-103.0
Fins-DeLaMancha,4466.0,blitz,2023-09-27,2025-08-16,2214,2147,-67,expert,25-50,-103.0,-35.0
LeandroPicuiPB,698.0,blitz,2023-02-01,2025-08-09,2421,2255,-166,expert,0-25,-331.0,-103.0
pencaso,13.0,blitz,2023-06-27,2025-08-12,2353,2218,-135,expert,0-25,-331.0,-103.0
rimassoft,1077.0,blitz,2023-02-01,2025-06-03,2214,2084,-130,expert,0-25,-331.0,-103.0
LucasSilveiraBrazil,403.0,blitz,2023-01-01,2025-08-12,2207,2213,6,expert,50-75,-35.0,19.0
Zargal1972,74.0,blitz,2023-01-07,2025-08-16,2225,2103,-122,expert,0-25,-331.0,-103.0
SGW2,808.0,blitz,2023-01-22,2025-06-27,2218,2208,-10,expert,50-75,-35.0,19.0
rasher22______8,4000.0,blitz,2023-01-18,2025-08-15,2314,2372,58,expert,75-100,19.0,595.0
CoachPawn,788.0,blitz,2023-02-20,2025-06-04,2261,2190,-71,expert,25-50,-103.0,-35.0
PlanetChessClub,2253.0,blitz,2023-01-14,2025-07-14,2310,2297,-13,expert,50-75,-35.0,19.0
sezginonline,1411.0,blitz,2023-01-01,2025-08-15,2202,2206,4,expert,50-75,-35.0,19.0
Emeriithus,388.0,blitz,2023-01-01,2025-08-15,2264,2169,-95,expert,25-50,-103.0,-35.0
opponentofyou,379.0,blitz,2023-05-07,2024-06-29,2453,2451,-2,expert,50-75,-35.0,19.0
oodoow,384.0,blitz,2023-01-05,2025-08-15,2310,2354,44,expert,75-100,19.0,595.0
The_Over_Killer,1383.0,blitz,2023-01-27,2025-07-25,2353,2401,48,expert,75-100,19.0,595.0
Pcd_123,237.0,blitz,2023-01-23,2025-08-06,2241,2261,20,expert,75-100,19.0,595.0
MegaDad_Marvin,37.0,blitz,2023-03-15,2025-07-21,2215,2079,-136,expert,0-25,-331.0,-103.0
bot_adario,,blitz,2023-04-11,2025-08-16,2231,2614,383,expert,75-100,19.0,595.0
KBG1,4221.0,blitz,2023-01-02,2025-05-10,2258,2241,-17,expert,50-75,-35.0,19.0
AndreiMendez,2264.0,blitz,2023-01-01,2025-08-15,2253,2174,-79,expert,25-50,-103.0,-35.0
Gabriel_Young,440.0,blitz,2023-01-01,2025-08-16,2481,2362,-119,expert,0-25,-331.0,-103.0
PJatoba,475.0,blitz,2023-01-03,2025-08-07,2306,2267,-39,expert,25-50,-103.0,-35.0
Dosaman77,93.0,blitz,2023-01-02,2025-08-16,2226,2308,82,expert,75-100,19.0,595.0
hiiibrido,13.0,blitz,2023-01-07,2025-08-15,2275,2219,-56,expert,25-50,-103.0,-35.0
Pilakos,2071.0,blitz,2023-01-06,2025-08-02,2308,2251,-57,expert,25-50,-103.0,-35.0
klfo,36486.0,blitz,2023-01-03,2025-08-16,2348,2281,-67,expert,25-50,-103.0,-35.0
HimkiMih,4081.0,blitz,2023-02-09,2025-01-10,2323,2433,110,expert,75-100,19.0,595.0
sonson28291,236.0,blitz,2023-01-01,2025-08-12,2285,2254,-31,expert,50-75,-35.0,19.0
Charlymelara,160.0,blitz,2025-02-11,2025-08-15,2235,1963,-272,expert,0-25,-331.0,-103.0
gibinha,1139.0,blitz,2023-01-02,2025-08-14,2308,2304,-4,expert,50-75,-35.0,19.0
Funtikov_Michael1,8565.0,blitz,2023-01-01,2025-08-14,2363,2200,-163,expert,0-25,-331.0,-103.0
michelyglesias,2537.0,blitz,2023-01-01,2025-08-16,2224,2218,-6,expert,50-75,-35.0,19.0
RexDisa,14.0,blitz,2023-04-03,2025-08-16,2366,2351,-15,expert,50-75,-35.0,19.0
Zamerlu,,blitz,2023-01-01,2025-08-16,2215,2246,31,expert,75-100,19.0,595.0
Pampachess,217.0,blitz,2024-01-08,2025-08-15,2352,2159,-193,expert,0-25,-331.0,-103.0
MIGUELITROS021809,5434.0,blitz,2023-01-08,2025-08-13,2205,2265,60,expert,75-100,19.0,595.0
KobaKid,3.0,blitz,2023-01-11,2025-06-18,2365,2503,138,expert,75-100,19.0,595.0
