user_id,n_puzzles,game_type,first_date,last_date,start_rating,end_rating,delta_rating,rating_level,delta_percentile,quartile_min,quartile_max
Tharmiel2020,1472.0,bullet,2023-01-02,2025-08-16,1971,2117,146,advanced,50-75,85.0,177.0
KennethCG,4575.0,bullet,2024-09-20,2025-08-15,2106,2058,-48,advanced,0-25,-840.0,0.0
lopezco,2253.0,bullet,2023-01-04,2025-08-16,1979,2093,114,advanced,50-75,85.0,177.0
chesssubra,1633.0,bullet,2023-02-20,2025-08-16,2019,2099,80,advanced,25-50,0.0,85.0
cooldads24,604.0,bullet,2023-01-01,2025-08-16,1864,1982,118,advanced,50-75,85.0,177.0
AlexRevolledo,1382.0,bullet,2023-01-05,2025-08-15,2176,2330,154,advanced,50-75,85.0,177.0
Alexeldestrosador,472.0,bullet,2023-01-25,2025-08-16,2000,2514,514,advanced,75-100,177.0,787.0
hagr135,187.0,bullet,2023-04-12,2024-06-30,2018,2142,124,advanced,50-75,85.0,177.0
RicardoUguet2016,425.0,bullet,2023-01-07,2024-08-03,1896,2202,306,advanced,75-100,177.0,787.0
Checkmatefre,75.0,bullet,2023-05-05,2025-06-14,1836,2057,221,advanced,75-100,177.0,787.0
legbreakgoogly,459.0,bullet,2023-01-01,2025-07-29,2138,2208,70,advanced,25-50,0.0,85.0
jonatan-jaguaretama,903.0,bullet,2023-01-01,2025-08-16,1936,2131,195,advanced,75-100,177.0,787.0
GiuocoPianoSemo,618.0,bullet,2023-01-19,2025-08-16,1828,2032,204,advanced,75-100,177.0,787.0
Mansterio,545.0,bullet,2023-04-08,2025-06-14,2058,2136,78,advanced,25-50,0.0,85.0
Tinytalkative,102.0,bullet,2023-02-04,2025-08-15,2050,2247,197,advanced,75-100,177.0,787.0
Flamsndkn,3441.0,bullet,2023-01-06,2025-08-16,1970,2178,208,advanced,75-100,177.0,787.0
sheero2020,947.0,bullet,2023-01-04,2025-08-14,1986,1969,-17,advanced,0-25,-840.0,0.0
SeanBambic,1335.0,bullet,2023-01-01,2025-06-18,1813,2000,187,advanced,75-100,177.0,787.0
Herr_Flick,87.0,bullet,2023-01-01,2025-08-16,1809,1891,82,advanced,25-50,0.0,85.0
valeriaMunoz,116.0,bullet,2023-01-20,2025-08-15,2103,2147,44,advanced,25-50,0.0,85.0
Same_Again_Thanks,5293.0,bullet,2023-01-04,2025-08-16,1820,1821,1,advanced,25-50,0.0,85.0
shady_jnr,832.0,bullet,2023-01-01,2025-08-16,1832,1759,-73,advanced,0-25,-840.0,0.0
legrad,8704.0,bullet,2023-02-06,2025-05-16,1939,2095,156,advanced,50-75,85.0,177.0
Rigals,128.0,bullet,2023-01-03,2025-08-16,2149,2135,-14,advanced,0-25,-840.0,0.0
alistair98,1239.0,bullet,2023-01-01,2025-08-16,2114,2118,4,advanced,25-50,0.0,85.0
AdipMandiraja,,bullet,2023-01-18,2025-08-14,2160,2218,58,advanced,25-50,0.0,85.0
raachess,83.0,bullet,2023-01-01,2025-08-16,1997,2025,28,advanced,25-50,0.0,85.0
Ener3,1494.0,bullet,2023-01-01,2025-08-16,1852,1876,24,advanced,25-50,0.0,85.0
luis2345genial,4935.0,bullet,2023-02-11,2025-08-12,2147,2613,466,advanced,75-100,177.0,787.0
SantuDas,6.0,bullet,2023-01-01,2025-08-15,1880,1928,48,advanced,25-50,0.0,85.0
PakLieLianC26,214.0,bullet,2023-03-23,2024-07-03,2107,2032,-75,advanced,0-25,-840.0,0.0
gelobesa,675.0,bullet,2023-02-02,2025-08-12,1974,1874,-100,advanced,0-25,-840.0,0.0
flash2308,1169.0,bullet,2023-01-01,2025-08-15,2067,2118,51,advanced,25-50,0.0,85.0
Brunoterp,5044.0,bullet,2023-01-10,2025-08-16,2141,2158,17,advanced,25-50,0.0,85.0
Pichichu,359.0,bullet,2023-04-13,2025-07-30,2103,2247,144,advanced,50-75,85.0,177.0
KillerPolloModulero,93.0,bullet,2023-01-01,2025-08-15,2108,2121,13,advanced,25-50,0.0,85.0
MrGermanrain2,2111.0,bullet,2023-01-01,2025-08-16,1985,2084,99,advanced,50-75,85.0,177.0
DragonRU1,246.0,bullet,2023-09-16,2024-12-26,2049,2476,427,advanced,75-100,177.0,787.0
nmpahutak,95.0,bullet,2023-02-15,2025-08-15,1954,2149,195,advanced,75-100,177.0,787.0
Rey_2003,857.0,bullet,2023-01-01,2025-08-16,2070,1952,-118,advanced,0-25,-840.0,0.0
Bichos,506.0,bullet,2023-01-01,2024-06-15,1836,2055,219,advanced,75-100,177.0,787.0
Francescoli2155,4554.0,bullet,2023-01-01,2025-07-02,2197,2382,185,advanced,75-100,177.0,787.0
gambitjpg,214.0,bullet,2023-02-01,2025-06-18,1961,2201,240,advanced,75-100,177.0,787.0
paar,341.0,bullet,2023-01-01,2025-08-16,2032,2082,50,advanced,25-50,0.0,85.0
gustey,5622.0,bullet,2023-01-10,2025-07-25,2020,2402,382,advanced,75-100,177.0,787.0
speedmonster1,677.0,bullet,2023-01-01,2025-08-16,2196,2202,6,advanced,25-50,0.0,85.0
Ehaab_ramadan,937.0,bullet,2023-01-01,2025-08-16,1851,2021,170,advanced,50-75,85.0,177.0
Ashyna16,428.0,bullet,2023-02-18,2025-08-15,2125,2268,143,advanced,50-75,85.0,177.0
albertogarcia_55,5396.0,bullet,2023-01-01,2025-08-16,1960,1985,25,advanced,25-50,0.0,85.0
Omar_Adel,6287.0,bullet,2023-02-07,2023-02-07,2003,2003,0,advanced,0-25,-840.0,0.0
Glauber-Castro,1006.0,bullet,2024-01-27,2025-08-14,1867,1870,3,advanced,25-50,0.0,85.0
BlackJamaican,495.0,bullet,2023-01-01,2025-08-16,1886,1890,4,advanced,25-50,0.0,85.0
Blixtanders,2807.0,bullet,2023-01-01,2025-08-16,2074,2246,172,advanced,50-75,85.0,177.0
ahmedgm2025,727.0,bullet,2023-01-14,2025-08-16,2180,2395,215,advanced,75-100,177.0,787.0
ROD1969,1144.0,bullet,2023-01-11,2025-05-15,1877,1934,57,advanced,25-50,0.0,85.0
leeqihuanx,2331.0,bullet,2023-01-01,2025-06-14,1914,1577,-337,advanced,0-25,-840.0,0.0
H_Gustavo_1980,944.0,bullet,2023-01-01,2025-08-16,2124,2260,136,advanced,50-75,85.0,177.0
heralep,1.0,bullet,2023-01-30,2025-08-15,2107,2222,115,advanced,50-75,85.0,177.0
Cassia05,2774.0,bullet,2023-01-01,2025-08-12,2180,2393,213,advanced,75-100,177.0,787.0
jhoncarlos,4002.0,bullet,2023-01-03,2025-07-09,2045,1983,-62,advanced,0-25,-840.0,0.0
HarrySoul,3049.0,bullet,2023-01-01,2025-08-16,1860,1889,29,advanced,25-50,0.0,85.0
lamagia007,332.0,bullet,2023-01-03,2025-08-16,2111,2230,119,advanced,50-75,85.0,177.0
jjad007,911.0,bullet,2023-06-11,2024-12-05,2101,2405,304,advanced,75-100,177.0,787.0
Tharvin2010,1936.0,bullet,2023-01-03,2025-08-16,2005,2285,280,advanced,75-100,177.0,787.0
Gustragoo,1413.0,bullet,2023-01-01,2025-08-16,2025,2044,19,advanced,25-50,0.0,85.0
Ankushmajumdaar,15282.0,bullet,2023-01-21,2025-07-27,2059,2212,153,advanced,50-75,85.0,177.0
Perrazooo,6.0,bullet,2023-01-03,2025-08-16,2089,2123,34,advanced,25-50,0.0,85.0
WilliamNash97,1631.0,bullet,2023-01-04,2025-06-24,1812,1790,-22,advanced,0-25,-840.0,0.0
Buitre85,348.0,bullet,2023-01-02,2025-07-26,2138,2141,3,advanced,25-50,0.0,85.0
Vencedor96,1970.0,bullet,2023-01-23,2024-08-11,2144,2134,-10,advanced,0-25,-840.0,0.0
Minero69,53.0,bullet,2023-01-01,2025-03-13,2025,2032,7,advanced,25-50,0.0,85.0
Leolim1986,13.0,bullet,2023-01-02,2025-08-16,1932,1948,16,advanced,25-50,0.0,85.0
Lancero40,1165.0,bullet,2023-01-01,2025-08-15,2069,2306,237,advanced,75-100,177.0,787.0
smalugu,153.0,bullet,2023-02-18,2025-07-28,2088,2250,162,advanced,50-75,85.0,177.0
fblin,4260.0,bullet,2023-05-16,2025-08-15,1911,1996,85,advanced,25-50,0.0,85.0
Juan_Valenzuela_CAQ,1337.0,bullet,2023-01-19,2025-08-16,1968,1900,-68,advanced,0-25,-840.0,0.0
lubucha,118.0,bullet,2023-01-01,2025-08-16,1941,1960,19,advanced,25-50,0.0,85.0
Mathias5jesus12,5858.0,bullet,2023-02-03,2025-04-02,1812,2119,307,advanced,75-100,177.0,787.0
Bramseb,32.0,bullet,2023-01-02,2025-08-16,2080,2257,177,advanced,50-75,85.0,177.0
rio2018,2023.0,bullet,2023-03-13,2025-08-02,2150,2320,170,advanced,50-75,85.0,177.0
mirandjev2,1678.0,bullet,2023-02-19,2025-08-09,1832,2158,326,advanced,75-100,177.0,787.0
marlonromano,12.0,bullet,2023-01-02,2025-08-16,1861,1950,89,advanced,50-75,85.0,177.0
PoliteLife,11428.0,bullet,2023-02-13,2025-08-16,1880,1840,-40,advanced,0-25,-840.0,0.0
ParisARoman,65.0,bullet,2023-01-06,2025-08-16,1810,1837,27,advanced,25-50,0.0,85.0
Canalito,1699.0,bullet,2023-01-02,2025-08-14,2073,2212,139,advanced,50-75,85.0,177.0
MarcosLawingco,,bullet,2023-03-13,2023-05-11,1846,1770,-76,advanced,0-25,-840.0,0.0
BlackrizlaII,129.0,bullet,2023-02-01,2025-08-03,1892,1943,51,advanced,25-50,0.0,85.0
Cavaleronegro,357.0,bullet,2023-01-02,2025-08-16,1819,1707,-112,advanced,0-25,-840.0,0.0
wilsontanga87,6007.0,bullet,2023-02-03,2025-08-15,2182,2291,109,advanced,50-75,85.0,177.0
D_JAY,5521.0,bullet,2023-03-07,2025-07-10,2055,2108,53,advanced,25-50,0.0,85.0
Pseudo-0,,bullet,2023-01-15,2025-08-06,2036,2353,317,advanced,75-100,177.0,787.0
taenareus,2283.0,bullet,2023-01-02,2024-11-27,1847,2047,200,advanced,75-100,177.0,787.0
Koolak666,2393.0,bullet,2023-01-02,2025-08-16,1929,2119,190,advanced,75-100,177.0,787.0
Steve86,1344.0,bullet,2023-07-29,2025-07-24,1928,1847,-81,advanced,0-25,-840.0,0.0
Cosoleto,304.0,bullet,2023-01-02,2025-08-16,2103,2177,74,advanced,25-50,0.0,85.0
JohannesJRL,3134.0,bullet,2023-01-10,2025-08-02,1965,2400,435,advanced,75-100,177.0,787.0
Nightro_G,7303.0,bullet,2023-01-07,2025-08-16,2113,2203,90,advanced,50-75,85.0,177.0
CAMBIADOR,615.0,bullet,2023-01-06,2025-05-02,2087,2306,219,advanced,75-100,177.0,787.0
Amh114,5128.0,bullet,2023-01-02,2025-08-16,1882,2222,340,advanced,75-100,177.0,787.0
MarcoAlejandro77,1026.0,bullet,2023-01-01,2025-08-15,2172,2333,161,advanced,50-75,85.0,177.0
Ellyts,371.0,bullet,2023-09-06,2025-08-16,1833,1893,60,advanced,25-50,0.0,85.0
GorokhovArtem,2876.0,bullet,2023-01-13,2025-05-20,1983,2186,203,advanced,75-100,177.0,787.0
FrankCeasar,,bullet,2023-08-14,2025-07-17,1844,1980,136,advanced,50-75,85.0,177.0
stephano_geo,25.0,bullet,2025-01-28,2025-01-28,1948,1948,0,advanced,0-25,-840.0,0.0
mvargas,603.0,bullet,2023-01-02,2025-08-16,2009,2004,-5,advanced,0-25,-840.0,0.0
AlexanderS1989,23207.0,bullet,2023-01-01,2025-08-16,2098,2228,130,advanced,50-75,85.0,177.0
Xyrus_da_virus,250.0,bullet,2024-01-15,2025-07-23,1830,1650,-180,advanced,0-25,-840.0,0.0
HombredeBlues,171.0,bullet,2023-01-01,2025-08-16,2147,2201,54,advanced,25-50,0.0,85.0
CWS495,628.0,bullet,2023-02-03,2025-08-07,2136,2007,-129,advanced,0-25,-840.0,0.0
JslReydorado87,300.0,bullet,2023-01-02,2025-08-16,2081,2101,20,advanced,25-50,0.0,85.0
sarsak,39.0,bullet,2023-01-01,2025-08-04,1867,2103,236,advanced,75-100,177.0,787.0
Mayis1997,423.0,bullet,2023-01-17,2025-08-14,1905,2054,149,advanced,50-75,85.0,177.0
FCastro17,818.0,bullet,2023-01-12,2025-08-02,1974,2115,141,advanced,50-75,85.0,177.0
sany35uf,4287.0,bullet,2024-08-06,2025-08-16,1852,1911,59,advanced,25-50,0.0,85.0
Mauriciochess,7064.0,bullet,2023-01-29,2025-07-29,2128,2205,77,advanced,25-50,0.0,85.0
henrychess0710,2463.0,bullet,2023-07-17,2025-08-16,2119,2314,195,advanced,75-100,177.0,787.0
majarimx,212.0,bullet,2024-07-27,2025-07-23,2040,2157,117,advanced,50-75,85.0,177.0
Pauliran,3.0,bullet,2023-01-01,2025-08-16,1931,1851,-80,advanced,0-25,-840.0,0.0
fiddlercrab3,1436.0,bullet,2023-01-02,2025-08-16,2120,2202,82,advanced,25-50,0.0,85.0
G2NicoRodriguez,853.0,bullet,2023-01-04,2025-07-18,1938,2274,336,advanced,75-100,177.0,787.0
Deniro49,224.0,bullet,2024-06-25,2025-08-16,2178,2163,-15,advanced,0-25,-840.0,0.0
Rio_amistoso,175.0,bullet,2023-01-01,2024-11-19,2195,2021,-174,advanced,0-25,-840.0,0.0
Dayan9867,1646.0,bullet,2023-01-01,2025-08-16,2110,2353,243,advanced,75-100,177.0,787.0
tony_luna_3000,4377.0,bullet,2023-01-01,2025-08-15,2008,2095,87,advanced,50-75,85.0,177.0
evandrorsilva,1.0,bullet,2023-01-05,2025-08-12,1978,2109,131,advanced,50-75,85.0,177.0
magnusjo,67.0,bullet,2023-01-01,2025-07-12,1877,2119,242,advanced,75-100,177.0,787.0
jccmaduka,2287.0,bullet,2023-02-19,2025-08-15,2068,2265,197,advanced,75-100,177.0,787.0
Brenio24,2544.0,bullet,2023-01-12,2025-08-16,2049,2284,235,advanced,75-100,177.0,787.0
sergiovski,103.0,bullet,2023-01-03,2025-04-26,2095,2187,92,advanced,50-75,85.0,177.0
pastrocloyes,4.0,bullet,2023-01-01,2025-08-16,1806,1778,-28,advanced,0-25,-840.0,0.0
masterikbal,1508.0,bullet,2023-01-03,2025-07-27,2099,2374,275,advanced,75-100,177.0,787.0
holmen1965,3798.0,bullet,2023-03-14,2025-04-14,1929,1783,-146,advanced,0-25,-840.0,0.0
Mennonite,7146.0,bullet,2023-01-01,2025-08-16,1803,2132,329,advanced,75-100,177.0,787.0
CaptinMarvel,6464.0,bullet,2023-01-06,2025-08-16,1881,2099,218,advanced,75-100,177.0,787.0
Jarjoliw,4101.0,bullet,2023-01-05,2025-08-15,1952,2174,222,advanced,75-100,177.0,787.0
sdiaz,55.0,bullet,2023-02-07,2025-08-13,2029,2276,247,advanced,75-100,177.0,787.0
Lhesleen,161.0,bullet,2023-01-07,2025-08-16,1926,2018,92,advanced,50-75,85.0,177.0
hoodyguy,4156.0,bullet,2023-10-17,2023-10-29,1831,1368,-463,advanced,0-25,-840.0,0.0
josue16,5865.0,bullet,2023-01-01,2025-08-16,1992,2045,53,advanced,25-50,0.0,85.0
albermax,2413.0,bullet,2023-01-10,2024-12-19,1850,2071,221,advanced,75-100,177.0,787.0
FedyaSharov,30.0,bullet,2023-02-03,2025-08-08,1886,1949,63,advanced,25-50,0.0,85.0
lordbessa,8898.0,bullet,2023-01-01,2025-08-16,1870,1882,12,advanced,25-50,0.0,85.0
dgomata,329.0,bullet,2023-02-04,2025-07-15,1988,1917,-71,advanced,0-25,-840.0,0.0
alishata123,961.0,bullet,2023-01-20,2025-06-07,1813,1932,119,advanced,50-75,85.0,177.0
akoenig,5656.0,bullet,2023-01-01,2025-08-12,2035,2161,126,advanced,50-75,85.0,177.0
king_pushkar,9823.0,bullet,2023-01-01,2025-08-16,1895,1914,19,advanced,25-50,0.0,85.0
hernanjorgefer,559.0,bullet,2024-01-18,2025-01-31,1829,1744,-85,advanced,0-25,-840.0,0.0
Moses_Sampa,2660.0,bullet,2023-01-05,2025-06-22,1931,1833,-98,advanced,0-25,-840.0,0.0
Sagarkshaju,3147.0,bullet,2023-01-01,2025-08-10,1924,2025,101,advanced,50-75,85.0,177.0
agostob,96.0,bullet,2023-03-31,2025-07-14,1846,1739,-107,advanced,0-25,-840.0,0.0
EspacioCreativo,43.0,bullet,2023-01-01,2025-08-02,2030,2165,135,advanced,50-75,85.0,177.0
vishal1998,4689.0,bullet,2023-01-08,2025-08-16,1883,2179,296,advanced,75-100,177.0,787.0
Biznismen97,1386.0,bullet,2023-01-01,2025-07-18,2075,2410,335,advanced,75-100,177.0,787.0
valeriykor,3482.0,bullet,2023-01-05,2025-08-14,1878,2011,133,advanced,50-75,85.0,177.0
Magnum1975,281.0,bullet,2023-02-10,2024-11-25,1904,2010,106,advanced,50-75,85.0,177.0
XadrezMedico,1654.0,bullet,2023-01-02,2025-08-16,2100,2070,-30,advanced,0-25,-840.0,0.0
felipepergentino,2656.0,bullet,2023-01-25,2025-07-31,1880,1855,-25,advanced,0-25,-840.0,0.0
rocoso,281.0,bullet,2024-08-25,2025-08-16,1988,1920,-68,advanced,0-25,-840.0,0.0
velazqua,3518.0,bullet,2025-05-17,2025-05-19,1824,1811,-13,advanced,0-25,-840.0,0.0
GDJoel,816.0,bullet,2023-01-01,2025-08-15,1954,2028,74,advanced,25-50,0.0,85.0
Eliann,10078.0,bullet,2023-01-17,2025-08-15,2005,2093,88,advanced,50-75,85.0,177.0
Jose2500,938.0,bullet,2023-01-11,2025-08-02,2090,2194,104,advanced,50-75,85.0,177.0
Advokat_Dodi,21.0,bullet,2023-04-03,2025-08-16,1858,1915,57,advanced,25-50,0.0,85.0
Iliae2,993.0,bullet,2023-01-01,2025-08-15,1852,1948,96,advanced,50-75,85.0,177.0
poguatotal,1486.0,bullet,2023-01-09,2025-08-01,1839,999,-840,advanced,0-25,-840.0,0.0
maleta_2020,361.0,bullet,2024-02-16,2024-08-13,2065,2117,52,advanced,25-50,0.0,85.0
nathanael31,2857.0,bullet,2023-01-01,2025-08-11,2102,2181,79,advanced,25-50,0.0,85.0
Moberr,1.0,bullet,2023-07-09,2023-07-09,1858,1858,0,advanced,0-25,-840.0,0.0
jhwnzky_06,3674.0,bullet,2023-01-02,2025-08-15,2079,1996,-83,advanced,0-25,-840.0,0.0
DiosdelUniverso,596.0,bullet,2023-01-01,2025-08-16,2036,2130,94,advanced,50-75,85.0,177.0
nico1323,6248.0,bullet,2023-04-08,2025-08-14,1989,2289,300,advanced,75-100,177.0,787.0
ashfak159,6356.0,bullet,2023-02-06,2025-08-12,1921,1890,-31,advanced,0-25,-840.0,0.0
berugo,71.0,bullet,2023-01-30,2025-08-11,2120,2113,-7,advanced,0-25,-840.0,0.0
jesusyescas98,4415.0,bullet,2023-01-25,2025-08-16,2160,1980,-180,advanced,0-25,-840.0,0.0
Jairo2995,340.0,bullet,2024-01-21,2025-04-27,1998,2132,134,advanced,50-75,85.0,177.0
Mikailavam,526.0,bullet,2023-03-16,2025-06-01,2164,1831,-333,advanced,0-25,-840.0,0.0
buckcoin,295.0,bullet,2023-01-01,2025-08-15,2186,2286,100,advanced,50-75,85.0,177.0
dieger,464.0,bullet,2023-01-03,2025-03-10,2065,1978,-87,advanced,0-25,-840.0,0.0
ogvic,3787.0,bullet,2023-01-15,2025-06-02,1990,1779,-211,advanced,0-25,-840.0,0.0
NimzoCanadian,295.0,bullet,2023-01-01,2025-06-20,1909,1780,-129,advanced,0-25,-840.0,0.0
Creedt,1451.0,bullet,2023-01-03,2025-04-07,2094,2302,208,advanced,75-100,177.0,787.0
fgperu,136.0,bullet,2023-03-08,2025-08-15,2065,2120,55,advanced,25-50,0.0,85.0
z52,643.0,bullet,2023-02-02,2025-01-08,1898,1841,-57,advanced,0-25,-840.0,0.0
FernandoFSX,2333.0,bullet,2023-01-01,2025-08-16,1883,2003,120,advanced,50-75,85.0,177.0
ARMANDO_BARDO,227.0,bullet,2023-01-07,2023-12-16,2200,2265,65,advanced,25-50,0.0,85.0
Rabins,1987.0,bullet,2023-01-04,2025-07-07,2104,2314,210,advanced,75-100,177.0,787.0
RaChIdOvE,1324.0,bullet,2023-03-17,2025-05-25,2012,2200,188,advanced,75-100,177.0,787.0
BlotterFan,3116.0,bullet,2023-01-01,2025-08-16,2199,2162,-37,advanced,0-25,-840.0,0.0
lord_ste,2262.0,bullet,2023-01-01,2025-08-16,2046,2133,87,advanced,50-75,85.0,177.0
marqolinho,1018.0,bullet,2023-01-02,2024-06-23,1936,2012,76,advanced,25-50,0.0,85.0
fdaoud,487.0,bullet,2023-02-11,2025-08-16,1811,1708,-103,advanced,0-25,-840.0,0.0
SCRaMbLE,1553.0,bullet,2023-01-04,2025-08-16,2180,2327,147,advanced,50-75,85.0,177.0
Devrar,1111.0,bullet,2023-01-01,2025-08-16,1818,2091,273,advanced,75-100,177.0,787.0
exscelsior,6378.0,bullet,2023-01-01,2025-08-15,1937,2174,237,advanced,75-100,177.0,787.0
Fpier21,315.0,bullet,2023-01-07,2025-04-16,1927,2009,82,advanced,25-50,0.0,85.0
Passthefence,258.0,bullet,2024-05-14,2024-05-14,2013,2013,0,advanced,0-25,-840.0,0.0
rolandobrazil,1.0,rapid,2023-01-08,2024-10-26,1907,1886,-21,advanced,25-50,-75.75,0.0
Obese_reece,2271.0,rapid,2023-01-06,2025-08-13,2056,2345,289,advanced,75-100,51.0,697.0
Sedevacantista,2233.0,rapid,2023-01-05,2025-04-19,1802,1800,-2,advanced,25-50,-75.75,0.0
Anonymousyb,887.0,rapid,2023-05-11,2024-10-02,2107,2102,-5,advanced,25-50,-75.75,0.0
VjacheslavFedorovich,30.0,rapid,2023-05-24,2023-05-24,1883,1883,0,advanced,25-50,-75.75,0.0
OlgaArk,2443.0,rapid,2023-01-03,2025-02-15,1829,1742,-87,advanced,0-25,-761.0,-75.75
TumbweArtorius,608.0,rapid,2023-05-09,2024-06-14,2087,2042,-45,advanced,25-50,-75.75,0.0
Tarekyosefadam,1779.0,rapid,2024-10-10,2024-10-10,2004,2004,0,advanced,25-50,-75.75,0.0
Graminho,5366.0,rapid,2023-01-02,2025-08-13,2154,2123,-31,advanced,25-50,-75.75,0.0
MustaMw,162.0,rapid,2024-05-07,2024-11-12,1947,2022,75,advanced,75-100,51.0,697.0
rizalakamal,1660.0,rapid,2023-01-04,2025-07-19,1909,1821,-88,advanced,0-25,-761.0,-75.75
reineriavila,2579.0,rapid,2023-07-13,2025-08-15,2074,1891,-183,advanced,0-25,-761.0,-75.75
doha4455,37.0,rapid,2023-02-22,2025-07-12,1827,1734,-93,advanced,0-25,-761.0,-75.75
MoAboulmagd,15808.0,rapid,2023-01-07,2025-04-01,1892,1788,-104,advanced,0-25,-761.0,-75.75
AdrianoTibola,3847.0,rapid,2023-01-18,2025-01-17,2055,1979,-76,advanced,0-25,-761.0,-75.75
lytkin-64,,rapid,2023-01-04,2025-08-06,1948,1894,-54,advanced,25-50,-75.75,0.0
Jlcologni,2061.0,rapid,2023-01-02,2023-10-28,1864,1859,-5,advanced,25-50,-75.75,0.0
NoviceChess-Youtube,6417.0,rapid,2023-09-17,2023-09-17,1975,1975,0,advanced,25-50,-75.75,0.0
welmsyke,632.0,rapid,2023-07-19,2023-07-19,1947,1947,0,advanced,25-50,-75.75,0.0
tj1972,277.0,rapid,2024-04-08,2024-04-08,2019,2019,0,advanced,25-50,-75.75,0.0
AlAnsari2020,178.0,rapid,2024-05-11,2025-02-23,1815,1593,-222,advanced,0-25,-761.0,-75.75
Mohameddidal,6968.0,rapid,2023-04-20,2025-04-11,1966,1972,6,advanced,50-75,0.0,51.0
John_Nash_Schooll,793.0,rapid,2023-06-17,2025-06-01,1846,1404,-442,advanced,0-25,-761.0,-75.75
Richiecamargo,45.0,rapid,2023-12-25,2023-12-28,2115,2197,82,advanced,75-100,51.0,697.0
Minavand,2578.0,rapid,2023-01-02,2025-08-15,2001,1913,-88,advanced,0-25,-761.0,-75.75
Braaxdesfaax,312.0,rapid,2023-02-11,2023-10-07,2099,2005,-94,advanced,0-25,-761.0,-75.75
Narek15,3582.0,rapid,2023-09-07,2025-05-26,2115,1946,-169,advanced,0-25,-761.0,-75.75
Ricardo_Anton,10261.0,rapid,2025-03-03,2025-06-24,2157,2133,-24,advanced,25-50,-75.75,0.0
Girishhkulkarni,1205.0,rapid,2024-06-04,2024-06-04,1831,1831,0,advanced,25-50,-75.75,0.0
Oscarete27,5800.0,rapid,2023-01-15,2025-08-15,1834,1852,18,advanced,50-75,0.0,51.0
luizevandro,2.0,rapid,2023-11-09,2024-02-08,1948,1965,17,advanced,50-75,0.0,51.0
fridegol,34.0,rapid,2023-01-08,2025-08-10,2174,2136,-38,advanced,25-50,-75.75,0.0
Vl-1,,rapid,2023-09-04,2025-08-15,2052,1842,-210,advanced,0-25,-761.0,-75.75
Aprendiz_arg,1639.0,rapid,2023-05-02,2025-08-12,2006,2190,184,advanced,75-100,51.0,697.0
BigSabee,1944.0,rapid,2023-01-01,2025-07-03,2026,2305,279,advanced,75-100,51.0,697.0
Palaco,874.0,rapid,2023-01-03,2025-06-30,2177,2112,-65,advanced,25-50,-75.75,0.0
chuchoon,3108.0,rapid,2023-01-17,2025-03-10,1931,1974,43,advanced,50-75,0.0,51.0
ErikYensun,332.0,rapid,2023-05-26,2023-05-26,2076,2076,0,advanced,25-50,-75.75,0.0
Lansh,51.0,rapid,2023-06-22,2023-06-22,2013,2013,0,advanced,25-50,-75.75,0.0
Secoland,,rapid,2025-06-17,2025-06-17,1931,1931,0,advanced,25-50,-75.75,0.0
TireMan2021,117.0,rapid,2025-01-23,2025-01-23,1823,1823,0,advanced,25-50,-75.75,0.0
moraj965,4620.0,rapid,2025-02-21,2025-02-21,2108,2108,0,advanced,25-50,-75.75,0.0
Kapptus,96.0,rapid,2023-01-19,2024-02-11,1847,1680,-167,advanced,0-25,-761.0,-75.75
Travel_freak,163.0,rapid,2023-03-06,2025-04-25,2053,2192,139,advanced,75-100,51.0,697.0
lictin,244.0,rapid,2023-01-01,2025-06-19,2010,2134,124,advanced,75-100,51.0,697.0
Osvaldo1985,3359.0,rapid,2023-02-15,2024-02-15,1816,1591,-225,advanced,0-25,-761.0,-75.75
nrxszvo,1076.0,rapid,2023-01-24,2025-08-15,2154,2161,7,advanced,50-75,0.0,51.0
VasilisP5,296.0,rapid,2025-01-04,2025-06-13,1948,1877,-71,advanced,25-50,-75.75,0.0
Eggmonkey,12674.0,rapid,2023-05-11,2025-07-30,1869,1896,27,advanced,50-75,0.0,51.0
AlexeyLucky,1261.0,rapid,2023-01-11,2025-08-12,2067,2057,-10,advanced,25-50,-75.75,0.0
sandeepkashaboina,24.0,rapid,2024-04-07,2024-04-09,1849,1512,-337,advanced,0-25,-761.0,-75.75
cmhr74,862.0,rapid,2023-06-30,2023-06-30,2054,2054,0,advanced,25-50,-75.75,0.0
styvekharl,865.0,rapid,2023-01-06,2025-08-12,1891,1816,-75,advanced,25-50,-75.75,0.0
ZanochkaIvan_2006,708.0,rapid,2023-05-21,2023-06-02,2143,2187,44,advanced,50-75,0.0,51.0
evaldo1,3185.0,rapid,2023-01-03,2025-08-14,1970,1606,-364,advanced,0-25,-761.0,-75.75
benderdome,1109.0,rapid,2023-01-01,2025-06-20,2074,2100,26,advanced,50-75,0.0,51.0
PanchitoTrevino,5264.0,rapid,2023-11-01,2025-04-03,1971,1752,-219,advanced,0-25,-761.0,-75.75
AGUS_SUWARDI,152.0,rapid,2023-10-03,2025-08-10,2191,1803,-388,advanced,0-25,-761.0,-75.75
misterBorr,95.0,rapid,2023-01-03,2025-08-15,1865,1819,-46,advanced,25-50,-75.75,0.0
jesuscal,13.0,rapid,2023-08-14,2025-08-16,1812,1804,-8,advanced,25-50,-75.75,0.0
